,2322303131227,011810,038400,2014-11-14 00:00:00.527,0,235.68630,240.40003,,81,,,,,,,,,,,,,,,,,
,2323003148947,011810,038400,2014-11-14 00:00:00.527,0,216.68630,221.02003,,81,,,,,,,,,,,,,,,,,
,2327603324351,011810,038400,2014-11-14 00:00:00.527,0,297.68630,303.64003,,81,,,,,,,,,,,,,,,,,
,2322303131265,011810,038400,2014-11-14 00:00:00.527,0,279.68630,285.28003,,81,,,,,,,,,,,,,,,,,
,2323003149873,011810,038400,2014-11-14 00:00:00.527,0,285.68630,291.40003,,81,,,,,,,,,,,,,,,,,
,2327603327363,011810,038400,2014-11-14 00:00:00.527,0,241.68630,246.52003,,81,,,,,,,,,,,,,,,,,
,2322303131912,011810,038400,2014-11-14 00:00:00.527,0,223.68630,228.16003,,81,,,,,,,,,,,,,,,,,
,2323003151141,011810,038400,2014-11-14 00:00:00.527,0,304.68630,310.78003,,81,,,,,,,,,,,,,,,,,
,2327603332697,011810,038400,2014-11-14 00:00:00.527,0,286.68630,292.42003,,81,,,,,,,,,,,,,,,,,
,2322303134747,011810,038400,2014-11-14 00:00:00.527,0,267.68630,273.04003,,81,,,,,,,,,,,,,,,,,
,2323003151667,011810,038400,2014-11-14 00:00:00.527,0,248.68630,253.66003,,81,,,,,,,,,,,,,,,,,
,2327603333617,011810,038400,2014-11-14 00:00:00.527,0,272.68630,278.14003,,81,,,,,,,,,,,,,,,,,
,23203131227,011810,038400,2014-11-14 00:00:00.527,0,143.81100,146.68722,,81,,,,,,,,,,,,,,,,,
,23203412913,011810,038400,2014-11-14 00:00:00.527,0,224.81100,229.30722,,81,,,,,,,,,,,,,,,,,
,23203131265,011810,038400,2014-11-14 00:00:00.527,0,206.81100,210.94722,,81,,,,,,,,,,,,,,,,,
,23203412917,011810,038400,2014-11-14 00:00:00.527,0,187.81100,191.56722,,81,,,,,,,,,,,,,,,,,
,23203131912,011810,038400,2014-11-14 00:00:00.527,0,168.81100,172.18722,,81,,,,,,,,,,,,,,,,,
,23203413258,011810,038400,2014-11-14 00:00:00.527,0,150.81100,153.82722,,81,,,,,,,,,,,,,,,,,
,23203134747,011810,038400,2014-11-14 00:00:00.527,0,231.81100,236.44722,,81,,,,,,,,,,,,,,,,,
,23203413422,011810,038400,2014-11-14 00:00:00.527,0,212.81100,217.06722,,81,,,,,,,,,,,,,,,,,
,4174003131227,011810,038400,2014-11-14 00:00:00.527,0,267.92840,273.28697,,87,,,,,,,,,,,,,,,,,
,4174203176338,011810,038400,2014-11-14 00:00:00.527,0,248.92840,253.90697,,87,,,,,,,,,,,,,,,,,
,4174403227176,011810,038400,2014-11-14 00:00:00.527,0,230.92840,235.54697,,87,,,,,,,,,,,,,,,,,
,4174803373563,011810,038400,2014-11-14 00:00:00.527,0,311.92840,318.16697,,87,,,,,,,,,,,,,,,,,
,4186003174981,011810,038400,2014-11-14 00:00:00.527,0,292.92840,298.78697,,87,,,,,,,,,,,,,,,,,
,4174003131265,011810,038400,2014-11-14 00:00:00.527,0,274.92840,280.42697,,87,,,,,,,,,,,,,,,,,
,4174203179255,011810,038400,2014-11-14 00:00:00.527,0,255.92840,261.04697,,87,,,,,,,,,,,,,,,,,
,4174403231786,011810,038400,2014-11-14 00:00:00.527,0,236.92840,241.66697,,87,,,,,,,,,,,,,,,,,
